edge_id,source_id,source_title_ja,target_id,target_title_ja,type_ja,type_en,strength,render_class,importance,importance_ja,importance_note,reason,audit_status,audit_basis,audit_source_url,last_verified,management_notes,audit_confidence,audit_source_kind,relation_scope,directness,continuity_scope,render_relation_map,render_chronology,render_prewatch,evidence_level,proxy_note,relation_kind,prewatch_tier,prewatch_reason,prewatch_basis,prewatch_review_status,prewatch_last_reviewed
thor-ragnarok-2017 -> thor-love-and-thunder-2022,thor-ragnarok-2017,マイティ・ソー バトルロイヤル,thor-love-and-thunder-2022,ソー：ラブ＆サンダー,シリーズ直系の続編,direct franchise sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Thor film line; Avengers events occur between.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
guardians-of-the-galaxy-vol-2-2017 -> the-guardians-of-the-galaxy-holiday-special-2022,guardians-of-the-galaxy-vol-2-2017,ガーディアンズ・オブ・ギャラクシー：リミックス,the-guardians-of-the-galaxy-holiday-special-2022,ガーディアンズ・オブ・ギャラクシー ホリデー・スペシャル,チーム継続,team continuity,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Guardians branch before Vol. 3.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,story_link,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
ant-man-2015 -> ant-man-and-the-wasp-2018,ant-man-2015,アントマン,ant-man-and-the-wasp-2018,アントマン＆ワスプ,シリーズ直系の続編,direct franchise sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Ant-Man film line.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
ant-man-and-the-wasp-2018 -> ant-man-and-the-wasp-quantumania-2023,ant-man-and-the-wasp-2018,アントマン＆ワスプ,ant-man-and-the-wasp-quantumania-2023,アントマン＆ワスプ：クアントマニア,シリーズ直系の続編,direct franchise sequel,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Ant-Man film line; Endgame occurs between.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
spider-man-homecoming-2017 -> spider-man-far-from-home-2019,spider-man-homecoming-2017,スパイダーマン：ホームカミング,spider-man-far-from-home-2019,スパイダーマン：ファー・フロム・ホーム,シリーズ直系の続編,direct franchise sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,MCU Spider-Man film line.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
doctor-strange-2016 -> doctor-strange-in-the-multiverse-of-madness-2022,doctor-strange-2016,ドクター・ストレンジ,doctor-strange-in-the-multiverse-of-madness-2022,ドクター・ストレンジ／マルチバース・オブ・マッドネス,シリーズ直系の続編,direct franchise sequel,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Doctor Strange film line.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
loki-s2-2023 -> deadpool-wolverine-2024,loki-s2-2023,ロキ シーズン2,deadpool-wolverine-2024,デッドプール＆ウルヴァリン,TVA／世界観の接続,TVA/world connection,strong,solid,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,Deadpool & Wolverine directly uses the TVA; do not imply Loki S2 is a plot prequel.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,crossover,indirect,same_or_intended,true,false,false,legacy-structured,,crossover,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
i-am-groot-s1-2022 -> i-am-groot-s2-2023,i-am-groot-s1-2022,アイ・アム・グルート S1,i-am-groot-s2-2023,アイ・アム・グルート S2,direct short-series continuation,direct short-series continuation,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,strong,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
wonder-man-s1-2026 -> wonder-man-s2-tba,wonder-man-s1-2026,ワンダーマン S1,wonder-man-s2-tba,ワンダーマン S2,シーズン継続,direct season continuation,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Marvel currently lists Season 2.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
your-friendly-neighborhood-spider-man-s1-2025 -> your-friendly-neighborhood-spider-man-s2-2026,your-friendly-neighborhood-spider-man-s1-2025,スパイダーマン：フレンドリー・ネイバーフッド S1,your-friendly-neighborhood-spider-man-s2-2026,スパイダーマン：フレンドリー・ネイバーフッド S2,シーズン継続,direct season continuation,strong,solid,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Marvel currently lists Season 2.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
marvel-s-agent-carter-series-20152016 -> avengers-endgame-2019,marvel-s-agent-carter-series-20152016,エージェント・カーター（ドラマ）,avengers-endgame-2019,アベンジャーズ／エンドゲーム,legacy character continuity,legacy character continuity,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,Edwin Jarvis from the Agent Carter series appears in Endgame.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
daredevil-s1-2015 -> daredevil-s2-2016,daredevil-s1-2015,デアデビル S1,daredevil-s2-2016,デアデビル S2,シーズン継続,direct season continuation,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
jessica-jones-s1-2015 -> jessica-jones-s2-2018,jessica-jones-s1-2015,ジェシカ・ジョーンズ S1,jessica-jones-s2-2018,ジェシカ・ジョーンズ S2,シーズン継続,direct season continuation,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
jessica-jones-s2-2018 -> jessica-jones-s3-2019,jessica-jones-s2-2018,ジェシカ・ジョーンズ S2,jessica-jones-s3-2019,ジェシカ・ジョーンズ S3,シーズン継続,direct season continuation,very strong,solid_thick,core,中核,同系列・直接続編・直接的な物語前提など、選択作品の本筋として再帰的に辿る接続。,Season continuation.,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,high,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,sequel,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy-importance-reviewed,reviewed-v4,2026-08-26
